"id";"uri";"data";"dataHoraRegistro";"idOrgao";"uriOrgao";"siglaOrgao";"idEvento";"uriEvento";"aprovacao";"votosSim";"votosNao";"votosOutros";"descricao";"ultimaAberturaVotacao_dataHoraRegistro";"ultimaAberturaVotacao_descricao";"ultimaApresentacaoProposicao_dataHoraRegistro";"ultimaApresentacaoProposicao_descricao";"ultimaApresentacaoProposicao_idProposicao";"ultimaApresentacaoProposicao_uriProposicao"
"2422512-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2422512-2";"2024-03-26";"2024-03-26T15:44:42";"539387";"https://dadosabertos.camara.leg.br/api/v2/orgaos/539387";"CPASF";"72190";"https://dadosabertos.camara.leg.br/api/v2/eventos/72190";"1";"0";"0";"0";"A deputada Laura Carneiro sugeriu que o tema também seja debatido na Comissão de Saúde e que seja incluída a consultora legislativa da Câmara dos Deputados, Mônica Nunes Rubinstein, no rol de convidados. Subscrito pela deputada Chris Tonietto. Aprovado com alterações.";"";"";"";"Apresentação do REQ n. 7/2024 (Requerimento de Audiência Pública), pelo Deputado Dr. Allan Garcês (PP/MA), que ""Requer a realização de Audiência Pública com o objetivo de discutir o PL n.º 2373/2023, que dispõe sobre a violência obstétrica e ginecológica na assistência à saúde da mulher no âmbito dos serviços públicos e privados de saúde"".";"0";""
"2423212-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2423212-2";"2024-03-26";"2024-03-26T15:55:53";"539387";"https://dadosabertos.camara.leg.br/api/v2/orgaos/539387";"CPASF";"72190";"https://dadosabertos.camara.leg.br/api/v2/eventos/72190";"1";"0";"0";"0";"Subscrito pelos deputados  Laura Carneiro, Dr. Allan Garcês, Filipe Martins e Pastor Sargento Isidório. Aprovado.";"";"";"";"Apresentação do REQ n. 8/2024 (Requerimento), pela Deputada Chris Tonietto (PL/RJ), que ""Requer a realização de Audiência Pública acerca do tema: Realidade do autismo na vida familiar. "".";"0";""
"2193385-35";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2193385-35";"2024-03-26";"2024-03-26T16:04:54";"539387";"https://dadosabertos.camara.leg.br/api/v2/orgaos/539387";"CPASF";"72190";"https://dadosabertos.camara.leg.br/api/v2/eventos/72190";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2024-03-20T09:28:53";"Parecer da Relatora, Dep. Rogéria Santos (REPUBLIC-BA), pela aprovação.";"2421948";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421948"
"449471-64";"https://dadosabertos.camara.leg.br/api/v2/votacoes/449471-64";"2024-03-26";"2024-03-26T16:24:56";"539387";"https://dadosabertos.camara.leg.br/api/v2/orgaos/539387";"CPASF";"72190";"https://dadosabertos.camara.leg.br/api/v2/eventos/72190";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2024-03-20T16:49:35";"Parecer da Relatora, Dep. Rogéria Santos (REPUBLIC-BA), pela rejeição.";"2422474";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2422474"
"860914-107";"https://dadosabertos.camara.leg.br/api/v2/votacoes/860914-107";"2024-03-26";"2024-03-26T16:48:35";"539387";"https://dadosabertos.camara.leg.br/api/v2/orgaos/539387";"CPASF";"72190";"https://dadosabertos.camara.leg.br/api/v2/eventos/72190";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2024-03-25T15:10:25";"Parecer da Relatora, Dep. Laura Carneiro (PSD-RJ), pela aprovação do PLP 454/2014, do PLP 273/2019, do PLP 98/2020, do PLP 51/2022, e do PLP 190/2023, apensados e do Substitutivo adotado pela Comissão de Defesa dos Direitos da Pessoa com Deficiência, com Substitutivo";"2423275";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2423275"
"2421462-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2421462-3";"2024-03-26";"2024-03-26T15:45:34";"537480";"https://dadosabertos.camara.leg.br/api/v2/orgaos/537480";"CPD";"72160";"https://dadosabertos.camara.leg.br/api/v2/eventos/72160";"1";"0";"0";"0";"Subscreveu o deputado Márcio Jerry. Aprovado.";"";"";"";"Apresentação do REQ n. 7/2024 (Requerimento), pelos Deputados Amália Barros (PL/MT) e Weliton Prado SOLIDARI, que ""Requer a criação de Subcomissão Especial das Paralimpíadas e avaliação dos resultados dos jogos"".";"0";""
"2420477-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2420477-3";"2024-03-26";"2024-03-26T15:47:31";"537480";"https://dadosabertos.camara.leg.br/api/v2/orgaos/537480";"CPD";"72160";"https://dadosabertos.camara.leg.br/api/v2/eventos/72160";"1";"0";"0";"0";"Subscreveram as deputadas Amália Barros e Maria Rosas e os deputados Weliton Prado e Márcio Jerry. Inclusão pela dep. Amália Barros da convidada Berenice Piana. Aprovado.";"";"";"";"Apresentação do REQ n. 3/2024 (Requerimento de Audiência Pública), pelo Deputado Amom Mandel (CIDADANIA/AM -Fdr PSDB-CIDADANIA), que ""Requer a realização de Audiência Pública nesta Comissão para debater o transtorno do espectro autista, com ênfase na necessidade de inclusão de forma abrangente e precisa da população autista nos estudos e censos, bem como discutir os desafios enfrentados por esse público e propor soluções para sua efetiva inclusão
"".";"0";""
"2421559-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2421559-2";"2024-03-26";"2024-03-26T15:48:49";"537480";"https://dadosabertos.camara.leg.br/api/v2/orgaos/537480";"CPD";"72160";"https://dadosabertos.camara.leg.br/api/v2/eventos/72160";"1";"0";"0";"0";"Subscreveram as deputadas Amália Barros e Maria Rosas e os deputados Weliton Prado e Márcio Jerry. Aprovado.";"";"";"";"Apresentação do REQ n. 9/2024 (Requerimento), pelo Deputado Glaustin da Fokus (PODE/GO), que ""Requer a realização de Audiência Pública para debater o combate e a prevenção ao bullying enfrentado por pessoas com Transtorno do Espectro Autista e demais pessoas com deficiência. "".";"0";""
"2422729-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2422729-2";"2024-03-26";"2024-03-26T15:50:27";"537480";"https://dadosabertos.camara.leg.br/api/v2/orgaos/537480";"CPD";"72160";"https://dadosabertos.camara.leg.br/api/v2/eventos/72160";"1";"0";"0";"0";"Subscreveram a deputada Amália Barros e os deputados Weliton Prado e Márcio Jerry. Inclusão pelo deputado Márcio Jerry da Associação Nacional dos Membros do Ministério Público - CONAMP, como convidada. Aprovado.";"";"";"";"Apresentação do REQ n. 10/2024 (Requerimento de Audiência Pública), pela Deputada Sonize Barbosa (PL/AP), que ""“Requer a realização de audiência pública com o objetivo de debater o PL 5152/2019 que altera a lei nº 13.146/15 (Estatuto da Pessoa com Deficiência) para dispensar de autorização judicial a revenda de automóveis adquiridos por intermédio de representantes legais de menor deficiente.  "".";"0";""
"2423257-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2423257-2";"2024-03-26";"2024-03-26T15:50:45";"537480";"https://dadosabertos.camara.leg.br/api/v2/orgaos/537480";"CPD";"72160";"https://dadosabertos.camara.leg.br/api/v2/eventos/72160";"1";"0";"0";"0";"Subscreveram a deputada Amália Barros e os deputados Weliton Prado e Márcio Jerry. Aprovado.";"";"";"";"Apresentação do REQ n. 11/2024 (Requerimento de Audiência Pública), pela Deputada Erika Kokay (PT/DF -Fdr PT-PCdoB-PV), que ""Requer a realização de reuniao de audiência pública para tratar do valor e dos critérios para a concessão do beneficio de prestação continuada — BPC as pessoas com deficiência
"".";"0";""
"2423492-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2423492-2";"2024-03-26";"2024-03-26T15:59:31";"539386";"https://dadosabertos.camara.leg.br/api/v2/orgaos/539386";"CICS";"72210";"https://dadosabertos.camara.leg.br/api/v2/eventos/72210";"1";"0";"0";"0";"Aprovado com subscrição do Deputado Luis Carlos Gomes.";"";"";"";"Apresentação da REQ n. 8/2024 (Requerimento de Moção), pela Deputada Jack Rocha (PT/ES -Fdr PT-PCdoB-PV), que ""Requer, nos termos do artigo 117 do Regimento Interno, aprovação de Moção de Apoio e Solidariedade aos estados do Espírito Santo e Rio de Janeiro, que estão em situação de emergência"".";"0";""
"2386661-27";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2386661-27";"2024-03-26";"2024-03-26T16:00:22";"537480";"https://dadosabertos.camara.leg.br/api/v2/orgaos/537480";"CPD";"72160";"https://dadosabertos.camara.leg.br/api/v2/eventos/72160";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2024-03-21T12:36:20";"Parecer do Relator, Dep. Merlong Solano (PT-PI), pela aprovação.";"2422726";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2422726"
"2422885-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2422885-2";"2024-03-26";"2024-03-26T16:04:39";"539386";"https://dadosabertos.camara.leg.br/api/v2/orgaos/539386";"CICS";"72210";"https://dadosabertos.camara.leg.br/api/v2/eventos/72210";"1";"0";"0";"0";"Aprovado com inclusão de representante do Ministério Público do Trabalho e da sra. Ana Repezza, diretora de negócios da ApexBrasil na lista de convidados.";"";"";"";"Apresentação do REQ n. 3/2024 (Requerimento), pelo Deputado Josenildo (PDT/AP), que ""Requer a realização de audiência pública para debater sobre a participação das mulheres na indústria"".";"0";""
"2423151-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2423151-2";"2024-03-26";"2024-03-26T16:04:39";"539386";"https://dadosabertos.camara.leg.br/api/v2/orgaos/539386";"CICS";"72210";"https://dadosabertos.camara.leg.br/api/v2/eventos/72210";"1";"0";"0";"0";"Aprovado com inclusão de representante do Sindicato da Indústria de Reparação de Veículos e Assessórios, da Associação Brasileira das Empresas Distribuidoras de Gás Canalizado - ABEGÁS, da sra. Renata Isfer da Abiogás, de representante do Instituto Brasileiro de Petróleo e Gás - IBP, e do sr. Sérgio Gabrieli, representante da Federação Única dos Petroleiros - FUP na lista de convidados.";"";"";"";"Apresentação do REQ n. 4/2024 (Requerimento), pelo Deputado Josenildo (PDT/AP), que ""Requer a realização de Audiência Pública para debater “3 anos da Lei do Gás; os desafios do Uso de Gás Natural no Brasil”"".";"0";""
"2423198-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2423198-2";"2024-03-26";"2024-03-26T16:04:39";"539386";"https://dadosabertos.camara.leg.br/api/v2/orgaos/539386";"CICS";"72210";"https://dadosabertos.camara.leg.br/api/v2/eventos/72210";"1";"0";"0";"0";"Aprovado com inclusão do sr. Victor Borges, presidente da Rede Nacional de Consórcios Públicos na lista de convidados.";"";"";"";"Apresentação do REQ n. 5/2024 (Requerimento), pelo Deputado Josenildo (PDT/AP), que ""Requer a realização de Audiência Pública para debater “o Desenvolvimento Econômico Regional Baseado nos Modelos de Consórcios Estaduais e Municipais”"".";"0";""
"2423251-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2423251-2";"2024-03-26";"2024-03-26T16:04:40";"539386";"https://dadosabertos.camara.leg.br/api/v2/orgaos/539386";"CICS";"72210";"https://dadosabertos.camara.leg.br/api/v2/eventos/72210";"1";"0";"0";"0";"Aprovado com inclusão de representante da Confederação Nacional dos Trabalhadores na Agricultura - CONTAG na lista de convidados.";"";"";"";"Apresentação do REQ n. 6/2024 (Requerimento), pelo Deputado Josenildo (PDT/AP), que ""Requer a realização de Audiência Pública para debater o papel dos bioinsumos na evolução da agroindústria e os desafios para o crescimento do setor"".";"0";""
"2348883-24";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2348883-24";"2024-03-26";"2024-03-26T16:08:01";"539386";"https://dadosabertos.camara.leg.br/api/v2/orgaos/539386";"CICS";"72210";"https://dadosabertos.camara.leg.br/api/v2/eventos/72210";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2024-03-25T13:30:19";"Parecer do Relator, Dep. Josenildo (PDT-AP), pela aprovação.";"2423202";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2423202"
"2388453-26";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2388453-26";"2024-03-26";"2024-03-26T16:11:05";"539386";"https://dadosabertos.camara.leg.br/api/v2/orgaos/539386";"CICS";"72210";"https://dadosabertos.camara.leg.br/api/v2/eventos/72210";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2024-03-25T13:31:39";"Parecer do Relator, Dep. Josenildo (PDT-AP), pela aprovação.";"2423210";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2423210"
"2353973-23";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2353973-23";"2024-03-26";"2024-03-26T16:15:47";"539386";"https://dadosabertos.camara.leg.br/api/v2/orgaos/539386";"CICS";"72210";"https://dadosabertos.camara.leg.br/api/v2/eventos/72210";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2024-03-25T13:31:07";"Parecer do Relator, Dep. Josenildo (PDT-AP), pela aprovação.";"2423221";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2423221"
"2417993-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2417993-3";"2024-03-26";"2024-03-26T16:56:11";"539419";"https://dadosabertos.camara.leg.br/api/v2/orgaos/539419";"CEENERG";"72162";"https://dadosabertos.camara.leg.br/api/v2/eventos/72162";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do REQ n. 1/2024 (Requerimento de Audiência Pública), pelo Deputado Pedro Campos (PSB/PE), que ""Solicita realização de Audiência Pública para discussão do tema: “Formação e capacitação de mão de obra para transição energética” com a participação dos seguintes convidados: representante da Petrobras; representante da Federação dos Petroleiros (FUP); representante do Sindicato Nacional da Industria da Construção Pesada; representante do Serviço Nacional de Aprendizagem Industrial (SENAI); representante do grupo ARAYARA (OSC); representante do Grupo Bemisa; representante do Ministério do Trabalho e Emprego; e representante do Ministério de Minas e Energia. "".";"0";""
"2421634-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2421634-2";"2024-03-26";"2024-03-26T16:57:29";"539388";"https://dadosabertos.camara.leg.br/api/v2/orgaos/539388";"CASP";"72159";"https://dadosabertos.camara.leg.br/api/v2/eventos/72159";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do REQ n. 6/2024 (Requerimento de Audiência Pública), pela Deputada Erika Kokay (PT/DF -Fdr PT-PCdoB-PV), que ""Requer a realização de audiência pública para debater o reajuste dos valores dos honorários pagos aos profissionais que prestam serviço pericial no âmbito da assistência judiciária gratuita. 

"".";"0";""
"2421685-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2421685-3";"2024-03-26";"2024-03-26T16:57:59";"539388";"https://dadosabertos.camara.leg.br/api/v2/orgaos/539388";"CASP";"72159";"https://dadosabertos.camara.leg.br/api/v2/eventos/72159";"1";"0";"0";"0";"Aprovado.";"2024-03-26T16:56:28";"Subscreveu o Requerimento a deputada Erika Kokay.";"";"Apresentação do REQ n. 7/2024 (Requerimento), pelo Deputado Waldemar Oliveira (AVANTE/PE), que ""Requer autorização para utilizar parte da previsão orçamentária mensal destinada a esta Comissão, para cobrir despesas com mesas redondas ou eventos afins, destinados a discutir os itens da pauta das Reuniões Deliberativas. "".";"0";""
"2421978-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2421978-2";"2024-03-26";"2024-03-26T16:58:41";"539388";"https://dadosabertos.camara.leg.br/api/v2/orgaos/539388";"CASP";"72159";"https://dadosabertos.camara.leg.br/api/v2/eventos/72159";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do REQ n. 8/2024 (Requerimento), pela Deputada Erika Kokay (PT/DF -Fdr PT-PCdoB-PV), que ""Requer a criação de subcomissão para acompanhamento do processo de reestruturação da Receita Federal do Brasil e seus impactos sobre a administração tributária.

"".";"0";""
"2422883-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2422883-2";"2024-03-26";"2024-03-26T16:59:56";"539388";"https://dadosabertos.camara.leg.br/api/v2/orgaos/539388";"CASP";"72159";"https://dadosabertos.camara.leg.br/api/v2/eventos/72159";"1";"0";"0";"0";"Aprovado com a solicitação de inclusão da Senhora Fabiana Uehara, representante dos empregados no Conselho de Administração da Caixa Econômica Federal, pela deputada Erika Kokay.";"";"";"";"Apresentação do REQ n. 9/2024 (Requerimento de Audiência Pública), pelas Deputadas Tadeu Veneri (PT/PR -Fdr PT-PCdoB-PV) e Erika Kokay PT, que ""Requer a realização de Audiência Pública destinada à discussão sobre transferir as operações das loterias federais para uma empresa subsidiária na Caixa Econômica Federal"".";"0";""
"2423108-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2423108-3";"2024-03-26";"2024-03-26T17:00:27";"539388";"https://dadosabertos.camara.leg.br/api/v2/orgaos/539388";"CASP";"72159";"https://dadosabertos.camara.leg.br/api/v2/eventos/72159";"1";"0";"0";"0";"Aprovado.";"2024-03-26T16:56:47";"Subscreveu o Requerimento a deputada Erika Kokay.";"";"Apresentação do REQ n. 10/2024 (Requerimento para realização ou participação em Seminário, Visita Técnica ou outro Evento), pelo Deputado Rogério Correia (PT/MG -Fdr PT-PCdoB-PV), que ""Requer a realização de Visita Técnica no município de Belo Horizonte com o intuito de acompanhar o processo de expansão do Metrô com a construção da Linha 2, que ligará a região do Barreiro à região Oeste da cidade"".";"0";""
"2423084-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2423084-3";"2024-03-26";"2024-03-26T17:01:18";"539419";"https://dadosabertos.camara.leg.br/api/v2/orgaos/539419";"CEENERG";"72162";"https://dadosabertos.camara.leg.br/api/v2/eventos/72162";"1";"0";"0";"0";"Aprovado, com a inclusão de Elbia Gannoum, Presidente da Associação Brasileira de Energia Eólica - ABEEólica, a pedido do Autor do Requerimento, Deputado Arnaldo Jardim.";"";"";"";"Apresentação do REQ n. 2/2024 (Requerimento de Audiência Pública), pelo Deputado Leônidas Cristino (PDT/CE), que ""Requer realização de Audiência Pública para discutir o PL 5.816/2023, que cria o Programa de Desenvolvimento do Hidrogênio de Baixo Carbono (PHBC), com os seguintes convidados: Senador Cid Gomes, presidente da Comissão Especial para Debate de Políticas Públicas sobre Hidrogênio Verde do Senado Federal; Senador Otto Alencar, relator da Comissão Especial para Debate de Políticas Públicas sobre Hidrogênio Verde do Senado Federal; Luiz Viga, presidente da Associação Brasileira da Indústria de Hidrogênio Verde – ABIHV; Thiago Barral, Secretário Nacional de Transição Energética e Planejamento do MME. "".";"0";""
"2423085-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2423085-3";"2024-03-26";"2024-03-26T17:01:44";"539419";"https://dadosabertos.camara.leg.br/api/v2/orgaos/539419";"CEENERG";"72162";"https://dadosabertos.camara.leg.br/api/v2/eventos/72162";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do REQ n. 3/2024 (Requerimento de Audiência Pública), pelo Deputado Arnaldo Jardim (CIDADANIA/SP -Fdr PSDB-CIDADANIA), que ""Requer realização de Audiência Pública para discutir as experiências internacionais de produção de hidrogênio, com os seguintes convidados: Oliver Ro¨pke, Presidente do Comité Econômico e Social Europeu e Marian Schuegraf, Embaixadora da Delegação da União Europeia no Brasil
"".";"0";""
"2423086-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2423086-3";"2024-03-26";"2024-03-26T17:05:05";"539419";"https://dadosabertos.camara.leg.br/api/v2/orgaos/539419";"CEENERG";"72162";"https://dadosabertos.camara.leg.br/api/v2/eventos/72162";"1";"0";"0";"0";"Aprovado, com a inclusão do Sr. Eduardo Nery, Diretor-Geral da Antaq; e do Sr. Danilo Veras, em substituição a Ricardo Rocha, Presidente da Maersk, a pedido do Autor do Requerimento, Deputado Leônidas Cristino.";"";"";"";"Apresentação do REQ n. 4/2024 (Requerimento de Audiência Pública), pelo Deputado Leônidas Cristino (PDT/CE), que ""Requer realização de Audiência Pública para discutir a descarbonização do Setor de Navegação, com os seguintes convidados: Ricardo Rocha, presidente da Maersk - América do Sul; Francielle Carvalho, pesquisadora associada do International Council on Clean Transportation – ICCT; Gustavo Mariano, diretor comercial do Grupo Inpasa e Representante do Ministério de Portos e Aeroportos"".";"0";""
"2423087-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2423087-3";"2024-03-26";"2024-03-26T17:08:04";"539419";"https://dadosabertos.camara.leg.br/api/v2/orgaos/539419";"CEENERG";"72162";"https://dadosabertos.camara.leg.br/api/v2/eventos/72162";"1";"0";"0";"0";"Aprovado, com a inclusão do nome do Embaixador André Aranha Corrêa do Lago, a pedido do Autor, Deputado Arnaldo Jardim.";"";"";"";"Apresentação do REQ n. 5/2024 (Requerimento de Audiência Pública), pelo Deputado Arnaldo Jardim (CIDADANIA/SP -Fdr PSDB-CIDADANIA), que ""Requer realização de Audiência Pública para discutir o Plano de Transformação Ecológica do Executivo Federal, com o seguinte convidado: Rafael Ramalho Dubeux, secretário-executivo adjunto do Ministério da
Fazenda"".";"0";""
"2423088-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2423088-3";"2024-03-26";"2024-03-26T17:21:18";"539419";"https://dadosabertos.camara.leg.br/api/v2/orgaos/539419";"CEENERG";"72162";"https://dadosabertos.camara.leg.br/api/v2/eventos/72162";"1";"0";"0";"0";"Aprovado, com a inclusão de Representante do Centro de Estratégias em Recursos Naturais e Energia - CERNE; e da realização de um Seminário, em conjunto com a comissão de Minas e Energia - CME, para debater os fundamentos para uma Política Nacional de Minerais Críticos e Estratégicos para a Transição Energética, com os seguintes convidados: Raul Jungmann, Diretor-Presidente do Instituto Brasileiro De Mineração - Ibram; Silvia França, Diretora do Centro de Tecnologia Mineral, CETEM; Representante do Ministério de Minas e Energia - MME; Representante da Agência Nacional de Mineração - ANM.";"";"";"";"Apresentação do REQ n. 6/2024 (Requerimento de Audiência Pública), pelo Deputado Arnaldo Jardim (CIDADANIA/SP -Fdr PSDB-CIDADANIA), que ""Requer realização de Audiência Pública para discutir os instrumentos de financiamento para a Transição Energética no Brasil, com os seguintes convidados: Luciana Costa, diretora de Infraestrutura, Transição Energética e Mudança Climática do Banco Nacional de Desenvolvimento – BNDES e Luciano Coutinho, ex-presidente do BNDES e sócio da MTempo Capital"".";"0";""
"2421531-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2421531-3";"2024-03-27";"2024-03-27T11:31:50";"2018";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2018";"CREDN";"72207";"https://dadosabertos.camara.leg.br/api/v2/eventos/72207";"1";"0";"0";"0";"Aprovado o Requerimento.";"";"";"";"Apresentação do REQ n. 11/2024 (Requerimento (Outros)), pelo Deputado Alfredo Gaspar (UNIÃO/AL), que ""Requer, nos termos regimentais, a constituição de uma missão oficial de caráter humanitário da Comissão de Relações Exteriores e Defesa Nacional – CREDN à Ucrânia com o objetivo de conferir a situação da população civil e de brasileiros presentes naquele país"".";"0";""
"2422804-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2422804-3";"2024-03-27";"2024-03-27T11:50:06";"2018";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2018";"CREDN";"72207";"https://dadosabertos.camara.leg.br/api/v2/eventos/72207";"1";"0";"0";"0";"Subscrito pelo Deputado General Pazuello. Aprovado o Requerimento.";"";"";"";"Apresentação do REQ n. 14/2024 (Requerimento para realização ou participação em Seminário, Visita Técnica ou outro Evento), pelo Deputado Alfredo Gaspar (UNIÃO/AL), que ""Requer a realização de diligências externas para averiguar a situação da crescente imigração de venezuelanos no município de Pacaraima (RR)"".";"0";""
"2423339-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2423339-2";"2024-03-27";"2024-03-27T10:49:40";"5438";"https://dadosabertos.camara.leg.br/api/v2/orgaos/5438";"CLP";"72227";"https://dadosabertos.camara.leg.br/api/v2/eventos/72227";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do REQ n. 27/2024 (Requerimento), pelo Deputado João Daniel (PT/SE -Fdr PT-PCdoB-PV), que ""Requer de Vossa Excelência, nos termos do Regimento desta Câmara, a realização de Audiência Pública para debater a Crise Humanitária na Faixa de Gaza "".";"0";""
"2423451-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2423451-2";"2024-03-27";"2024-03-27T10:49:53";"5438";"https://dadosabertos.camara.leg.br/api/v2/orgaos/5438";"CLP";"72227";"https://dadosabertos.camara.leg.br/api/v2/eventos/72227";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do REQ n. 30/2024 (Requerimento de Audiência Pública), pelo Deputado Padre João (PT/MG -Fdr PT-PCdoB-PV), que ""Requer a realização de Audiência Pública para debater as violações dos direitos humanos dos palestinos e do Direito Internacional pelo Estado de Israel"".";"0";""
"2423340-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2423340-2";"2024-03-27";"2024-03-27T10:52:13";"5438";"https://dadosabertos.camara.leg.br/api/v2/orgaos/5438";"CLP";"72227";"https://dadosabertos.camara.leg.br/api/v2/eventos/72227";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do REQ n. 28/2024 (Requerimento), pelo Deputado João Daniel (PT/SE -Fdr PT-PCdoB-PV), que ""Requer de Vossa Excelência, nos termos do Regimento desta Câmara, a realização de Seminário para debater a Saúde dos Animais Domésticos e em Situação de Rua no estado de Sergipe"".";"0";""
"2421682-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2421682-2";"2024-03-27";"2024-03-27T10:55:47";"2012";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2012";"CME";"72177";"https://dadosabertos.camara.leg.br/api/v2/eventos/72177";"1";"0";"0";"0";"Aprovado. Subscrito pelos Deputados Messias Donato e Carlos Veras.";"";"";"";"Apresentação do REQ n. 12/2024 (Requerimento), pelo Deputado Evair Vieira de Melo (PP/ES), que ""Requer convite ao Exmo. Sr. Ministro de Minas e Energia, Alexandre Silveira, para debater sobre a retomada das obras da Refinaria Abreu e Lima, em Pernambuco"".";"0";""
"2423450-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2423450-2";"2024-03-27";"2024-03-27T10:56:36";"5438";"https://dadosabertos.camara.leg.br/api/v2/orgaos/5438";"CLP";"72227";"https://dadosabertos.camara.leg.br/api/v2/eventos/72227";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do REQ n. 29/2024 (Requerimento de Audiência Pública), pelo Deputado Padre João (PT/MG -Fdr PT-PCdoB-PV), que ""Requer a realização de audiência pública para debater os impactos na saúde dos alimentos ultraprocessados em uma relação com a necessária tributação seletiva"".";"0";""
"2421913-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2421913-2";"2024-03-27";"2024-03-27T10:57:06";"2012";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2012";"CME";"72177";"https://dadosabertos.camara.leg.br/api/v2/eventos/72177";"1";"0";"0";"0";"Aprovado. Aditado a pedido do Autor para inclusão na lista de convidados dos presidentes da Absolar e a Abeeólica";"";"";"";"Apresentação do REQ n. 13/2024 (Requerimento de Audiência Pública), pelo Deputado Max Lemos (PDT/RJ), que ""Requer a realização de audiência pública para discutir a estruturação do Leilão de Reserva de Capacidade na modalidade Potência de 2024"".";"0";""
"2421930-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2421930-2";"2024-03-27";"2024-03-27T10:58:00";"2012";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2012";"CME";"72177";"https://dadosabertos.camara.leg.br/api/v2/eventos/72177";"1";"0";"0";"0";"Aprovado. Subscrito pelos Deputados Joaquim Passarinho e Silvia Waiãpi.";"";"";"";"Apresentação do REQ n. 14/2024 (Requerimento), pela Deputada Greyce Elias (AVANTE/MG), que ""Requer o envio de Ofício à Prefeitura Municipal de Igarapé/MG, solicitando esclarecimentos sobre o Tombamento Provisório do “Conjunto Natural e Paisagístico da Extensão da Pedra Grande” e suas implicações nos Direitos Minerários"".";"0";""
